,Name,School,L10_High_BB,L10_Ave_BB,Freshman,NCAA_High_BB,NCAA_Ave_BB,BB_nqs
0,Emily Leese,Rutgers,9.05,6.65657894736842,2021,9.625,9.625,0.0
1,Bridget Sullivan,West Chester,9.1,6.414062499999999,2022,0.0,0.0,0.0
2,Megan Thompson,Arizona State,9.65,6.789705882352941,2021,9.9,9.758,9.86
3,Sloane Blakely,Florida,9.9,8.11730769230769,2022,9.95,9.869,9.935
4,Skyla Schulte,Michigan State,9.875,7.591935483870967,2022,9.95,9.796,9.922
5,Lali Dekanoidze,North Carolina,9.775,7.361,2022,9.9,9.666,9.65
6,Jocelyn Moore,Missouri,9.775,6.829166666666666,2022,0.0,0.0,0.0
7,Leah Smith,Towson,9.575,5.930909090909092,2019,9.9,9.55,9.835
8,Alex Theodorou,Arizona State,9.55,9.55,2022,9.575,9.337,0.0
9,Jordan Bowers,Oklahoma,9.75,7.37857142857143,2022,9.875,9.65,0.0
10,Danielle Sievers,Oklahoma,9.725,6.8122727272727275,2022,0.0,0.0,0.0
11,Tory Vetter,Ohio State,9.675,7.370370370370371,2022,9.9,9.9,0.0
12,Alysen Fears,Arizona,9.725,7.446710526315789,2022,9.85,9.767,9.83
13,Lilly Hudson,Alabama,9.8,7.592000000000001,2022,9.95,9.813,9.91
14,Amari Celestine,Missouri,9.75,7.562222222222223,2022,0.0,0.0,0.0
15,Lana Navarro,Washington,9.7,7.127419354838712,2022,9.9,9.718,9.845
16,Lauren Rutherford,North Carolina State,9.45,6.84357142857143,2022,0.0,0.0,0.0
17,Emily Mueller,Arizona,9.775,6.340789473684212,2022,9.9,9.696,9.845
18,Hannah Loyim,Iowa State,9.7,7.178571428571427,2022,9.85,9.783,9.81
19,Ella Chemotti,Eastern Michigan,9.775,7.122368421052633,2022,9.95,9.679,9.885
20,Marissa Rojas,Iowa,9.65,7.345000000000001,2022,9.925,9.75,9.82
21,Jaye Mack,Illinois State,9.375,6.529375000000002,2022,9.725,9.36,0.0
22,Momoko Iwai,Denver,9.675,7.080769230769231,2022,9.95,9.739,9.87
23,Emma Loyim,Boise State,9.6,7.564843749999998,2022,9.85,9.7,9.67
24,Lindsay Ockler,S.E. Missouri,9.4,6.596428571428571,2022,0.0,0.0,0.0
25,Sidney Washington,Pittsburgh,9.75,7.122499999999999,2022,9.875,9.497,9.695
26,Kaitlyn Grimes,Ohio State,9.5,6.592361111111112,2022,0.0,0.0,0.0
27,Alyssa Vulaj,Boise State,9.85,7.506,2022,9.75,9.7,0.0
28,Natalie Briones,Oregon State,9.725,6.200000000000001,2022,0.0,0.0,0.0
29,Julia Knower,North Carolina,9.75,7.361029411764706,2022,9.925,9.771,9.895
30,Mya Lauzon,California,9.7,7.3531249999999995,2022,9.95,9.886,9.905
31,Anna Leigh,West Virginia,9.65,7.253205128205127,2022,9.775,9.542,0.0
32,Kalyxta Gamiao,Arkansas,9.7,7.228571428571427,2022,9.875,9.731,9.83
33,Madison Greene,S.E. Missouri,9.55,7.176515151515153,2022,0.0,0.0,0.0
34,Jenna Hlavach,Ohio State,9.575,7.464423076923076,2022,0.0,0.0,0.0
35,Jessica Johanson,Penn State,9.5,7.008571428571429,2022,0.0,0.0,0.0
36,Isabel Song,Pennsylvania,9.525,6.581034482758621,2022,0.0,0.0,0.0
37,Trinity Brown,Utah State,9.425,6.977419354838709,2022,0.0,0.0,0.0
38,Haley Tyson,Minnesota,9.7,7.511666666666667,2022,9.825,9.465,0.0
39,Ashley Blum,Washington,9.825,6.293589743589745,2022,0.0,0.0,0.0
40,Sara Hubbard,Auburn,9.675,7.066346153846153,2022,0.0,0.0,0.0
41,Ruthuja Nataraj,Illinois,9.55,7.267857142857143,2022,9.6,9.269,0.0
42,Abby Singh,Western Michigan,9.45,7.535416666666667,2022,0.0,0.0,0.0
43,Sierra Muns,Texas Woman's,9.575,6.977941176470589,2022,9.45,9.45,0.0
44,Josephine Kogler,Maryland,9.525,6.8265625000000005,2022,9.9,9.715,9.83
45,Victoria Gatzendorfer,Missouri,9.65,7.732291666666668,2022,9.875,9.819,0.0
46,Rachel Wilke,Iowa State,9.55,7.47717391304348,2022,0.0,0.0,0.0
47,Emmalise Nock,Northern Illinois,9.425,6.520535714285715,2022,0.0,0.0,0.0
48,Sarah Stallings,Temple,9.625,7.096739130434782,2022,0.0,0.0,0.0
49,Josie Bergstrom,Iowa State,9.5,6.687903225806452,2022,9.85,9.803,9.825
50,Makenzie Sedlacek,Arkansas,9.6,6.117499999999999,2022,9.825,9.645,0.0
51,Mya Robinson,Illinois State,9.55,7.261538461538461,2022,9.8,9.308,9.21
52,Marigold Garrett,Pennsylvania,9.675,7.5130681818181815,2022,0.0,0.0,0.0
53,Alana Fisher,Eastern Michigan,9.6,7.1482142857142845,2022,0.0,0.0,0.0
54,Isabella Garrett,Pennsylvania,9.475,7.30597826086957,2022,0.0,0.0,0.0
55,Karlie Chavez,Oregon State,9.3,7.000999999999999,2022,0.0,0.0,0.0
56,Emma Simpton,Nebraska,9.75,7.073026315789474,2022,0.0,0.0,0.0
57,Alyssa Beaulieu,New Hampshire,9.5,6.752272727272727,2022,0.0,0.0,0.0
58,Payton Gatzlaff,Lindenwood,9.225,6.911111111111111,2022,0.0,0.0,0.0
59,Gracy Mowers,New Hampshire,9.3,5.920833333333333,2022,0.0,0.0,0.0
60,Libby Garfoot,Pennsylvania,9.575,7.192187499999998,2019,0.0,0.0,0.0
61,Summer Simpkins,New Hampshire,9.4,5.866666666666667,2022,9.85,9.419,9.55
62,Sydney Beers,Cornell,9.5,6.936111111111111,2022,9.8,9.68,9.72
63,Ava Scafani,UC Davis,9.45,7.218939393939395,2022,9.9,9.655,9.795
64,Anna Pagliaro,Rutgers,9.5,7.009821428571429,2022,0.0,0.0,0.0
65,Cami Weaver,Arkansas,9.575,7.745,2022,0.0,0.0,0.0
66,Kathryn Weilbacher,Bowling Green,9.7,6.497727272727274,2022,9.85,9.632,9.79
67,Keanna Abraham,UC Davis,9.5,6.3202380952380945,2022,9.925,9.45,9.545
68,Kiana Session,Bridgeport,9.25,6.652499999999999,2022,9.775,9.425,9.66
69,Emily Pires,UC Davis,9.625,7.408695652173914,2022,0.0,0.0,0.0
70,Hannah Stallings,Temple,9.75,6.990384615384616,2022,9.875,9.66,9.84
71,Morgan Romeis,Southern Conn.,9.175,6.525,2022,0.0,0.0,0.0
72,Carley Beeman,Oregon State,9.45,6.446551724137931,2022,0.0,0.0,0.0
73,Cheyenne Pratola,Kent State,9.375,6.652777777777778,2022,0.0,0.0,0.0
74,Hannah Clark,Cornell,9.75,6.5932692307692315,2013,9.775,9.3,9.675
75,Mallory Marcheli,Arizona State,9.675,7.303000000000002,2022,9.8,9.8,0.0
76,Trinity Caffey,Lindenwood,9.5,6.356060606060606,2022,0.0,0.0,0.0
77,Sophia Groth,Auburn,9.85,7.756249999999999,2022,9.95,9.918,9.95
78,Melissa Earl,BYU,9.475,7.444230769230771,2022,0.0,0.0,0.0
79,Sierra Kondo,Maryland,9.375,7.051785714285715,2022,0.0,0.0,0.0
80,Rebekah Lashley,Pennsylvania,9.425,6.719736842105263,2022,9.65,9.4,0.0
81,Emily Castiglia,Bowling Green,9.625,7.570833333333333,2022,9.825,9.67,9.78
82,Jillian Procasky,Kentucky,9.675,6.971527777777777,2022,9.9,9.475,0.0
83,Blake Pascal,Boise State,9.3,7.489285714285715,2022,0.0,0.0,0.0
84,Maya Jones,Rutgers,9.125,6.564285714285715,2022,0.0,0.0,0.0
85,Gabrielle Winstead,UW-Stout,9.475,6.848387096774194,2022,9.1,8.925,0.0
86,Keeley Smith,New Hampshire,9.225,8.962499999999999,2009,9.85,9.448,9.795
87,Rachel Chesley,UW-La Crosse,9.25,6.068571428571428,2022,0.0,0.0,0.0
88,Caroline Blatchford,William & Mary,9.325,6.232142857142858,2022,9.75,9.55,0.0
89,Lauren Keener,Towson,9.575,4.198958333333333,2022,9.875,9.718,9.83
90,Katherine Weyhmiller,San Jose State,9.475,6.930769230769232,2022,9.9,9.616,9.82
91,Olivia Imbarlina,Bridgeport,9.4,7.39891304347826,2022,9.85,9.677,9.725
92,Grace Gilman,Sacramento State,9.425,7.508333333333334,2022,9.775,9.657,9.755
93,Sydney Kraez,Pennsylvania,9.5,7.244791666666667,2019,9.8,9.464,9.685
94,Kate Michelini,Cornell,9.375,9.185,2022,9.75,9.52,9.645
95,Olivia Bowsman,Illinois,9.525,6.391666666666667,2022,0.0,0.0,0.0
96,Trinity Johnson,San Jose State,9.575,6.2725,2022,8.825,8.825,0.0
97,Isabela Krulich,UW-Stout,9.225,7.208333333333332,2022,9.725,9.2,0.0
98,Tessa Volpe,Air Force,9.525,6.975,2022,0.0,0.0,0.0
99,Emma David,Yale,9.325,6.292857142857143,2022,0.0,0.0,0.0
100,Amari Evans,Utah State,9.6,6.7521428571428554,2022,0.0,0.0,0.0
101,Lindsey Smith,Illinois,9.225,9.225,2009,0.0,0.0,0.0
102,Richella Velarmino,UW-Whitewater,8.775,7.1625,2022,8.25,8.25,0.0
103,Mia Davis,Towson,9.55,7.141964285714286,2022,0.0,0.0,0.0
104,Addie Liebhardt,Brown,8.975,5.741666666666667,2022,9.7,9.371,9.4
105,Kara Welsh,UW-Whitewater,9.2,6.788970588235293,2022,0.0,0.0,0.0
106,Athlyn Drage,Maryland,9.275,5.009090909090909,2022,0.0,0.0,0.0
107,Ayla McKean,Air Force,9.4,6.799218750000001,2022,9.875,9.588,9.765
108,Hailey Merchant,North Carolina State,9.5,6.482051282051282,2022,0.0,0.0,0.0
109,Natalie Marshall,West Chester,9.55,6.8015625,2022,9.85,9.608,9.775
110,Maya Belog,Springfield College,9.45,7.286718749999999,2022,8.475,8.475,0.0
111,Maya Pecoraro,Brockport,9.4,5.9624999999999995,2022,9.725,9.475,0.0
112,Kaylie Goodwin,Ithaca College,9.025,5.741666666666666,2022,9.325,8.992,0.0
113,Marlena Bailey,Ithaca College,9.075,6.053571428571429,2022,0.0,0.0,0.0
114,Dallas Rachal,Ithaca College,8.85,6.275,2022,0.0,0.0,0.0
115,Skye Cohen,Ithaca College,9.1,6.421875,2022,9.65,9.234,9.44
116,Rianna Adams,Cortland State,8.95,6.106250000000001,2022,0.0,0.0,0.0
117,Lily Ramsdell,Hamline,8.95,8.541666666666666,2022,8.65,8.65,0.0
118,Nyah Reader,S.E. Missouri,9.475,6.674999999999999,2022,9.85,9.562,9.785
119,Caitlin Pellegrino,Ithaca College,8.5,8.475,2022,0.0,0.0,0.0
120,Oren Aviad,Yale,0.0,0.0,2022,0.0,0.0,0.0
121,Brynn Freehling,West Virginia,9.45,6.944117647058824,2022,0.0,0.0,0.0
122,Nicole Lonski,Ithaca College,8.9,5.18125,2022,0.0,0.0,0.0
123,Olivia Keyes,Rhode Island College,9.4,6.451041666666667,2022,9.8,9.63,9.7
124,Hannah Appleget,Lindenwood,9.3,6.381666666666668,2022,9.825,9.669,9.755
125,Summer Ruskey,Temple,9.6,7.056060606060607,2022,9.85,9.49,9.71
126,Sarah Zois,George Washington,9.525,6.457894736842105,2022,9.875,9.688,9.815
127,Grace Wehry,Kent State,9.3,6.6882352941176455,2022,9.6,9.475,0.0
128,Brayden Battavio,Rutgers,9.4,6.598684210526315,2022,9.85,9.617,9.74
129,Brooke Alban,West Virginia,9.25,6.820652173913044,2022,0.0,0.0,0.0
130,Brooke McNamara,Bowling Green,9.35,7.098999999999999,2022,0.0,0.0,0.0
131,Ciana Rios,Southern Conn.,9.3,6.4125,2022,0.0,0.0,0.0
132,Jillian Freyman,Ithaca College,9.25,6.629729729729729,2022,9.775,9.234,9.65
133,Brooke Burkhart,Southern Conn.,8.9,6.940909090909091,2022,0.0,0.0,0.0
134,Caitlyn Allen,West Chester,9.45,6.99903846153846,2022,0.0,0.0,0.0
135,Madison Zimmerman,Ursinus College,9.625,7.540909090909092,2022,9.8,9.483,9.6
136,Daria Gregory,Ursinus College,9.025,6.569230769230767,2022,0.0,0.0,0.0
137,Gabrielle Nadler,Cortland State,8.85,4.639285714285714,2022,9.25,8.811,8.805
138,Heidi Hartje,West Virginia,9.325,6.538235294117647,2022,0.0,0.0,0.0
139,Alyssa Wilson,Central Michigan,8.3,7.366666666666667,2011,0.0,0.0,0.0
140,Kailey Ferri,Rhode Island College,9.325,6.289705882352941,2022,9.475,9.159,9.29
141,Olivia Stinnette,Brockport,8.15,5.9375,2022,9.7,9.248,9.43
142,Catherine Bare,William & Mary,8.75,3.933928571428572,2022,0.0,0.0,0.0
143,Anna Hill,Temple,9.575,6.4431818181818175,2022,0.0,0.0,0.0
144,Kaitlin Garcia,Oregon State,9.45,7.004545454545455,2022,0.0,0.0,0.0
145,Angel Lee,Southern Conn.,9.525,7.148750000000001,2022,9.8,9.584,9.74
146,Gabrielle Jorden,Bridgeport,9.3,7.408333333333333,2022,0.0,0.0,0.0
147,Taylor Gull,Southern Utah,8.9,5.678571428571428,2022,0.0,0.0,0.0
148,Megan Workman,Southern Conn.,8.325,6.0472222222222225,2022,0.0,0.0,0.0
149,Elia Aird,Rutgers,9.8,6.694999999999999,2022,0.0,0.0,0.0
150,Maddie Jones,Arkansas,9.525,9.5125,2022,0.0,0.0,0.0
151,Alana Laster,Illinois State,9.375,6.919444444444443,2022,9.75,9.518,9.7
152,Janelle Lopez,S.E. Missouri,9.525,7.583000000000001,2022,0.0,0.0,0.0
153,Makenzie Wilson,Kentucky,9.475,6.859285714285713,2022,0.0,0.0,0.0
154,Sarah Wilson,Yale,9.4,6.784895833333331,2022,9.7,9.408,9.605
155,Chloe Armentor,Centenary College,9.325,6.609210526315792,2022,0.0,0.0,0.0
156,Emma Lavelle,Centenary College,9.125,7.2857142857142865,2022,9.775,9.356,9.52
157,Emma Brkljacic,Northern Illinois,9.4,6.606249999999999,2022,9.7,9.312,0.0
158,Ashley Morgan,Stanford,9.35,6.570833333333334,2010,9.9,9.652,9.89
159,Emma Davies,Pennsylvania,9.2,6.564705882352941,2022,0.0,0.0,0.0
160,Peyton Childs,North Carolina State,9.4,5.340217391304349,2022,0.0,0.0,0.0
161,Olivia Williams,Bowling Green,8.4,5.188888888888888,2021,9.8,9.129,9.65
162,Libby Allen,Southern Conn.,9.5,6.6812499999999995,2022,9.7,9.688,0.0
163,Molly Froman,Southern Conn.,9.425,7.25,2022,9.8,9.506,9.66
164,Emma Brittingham,UW-Stout,8.8,6.547499999999999,2022,0.0,0.0,0.0
165,Erica Cooper,Ball State,9.55,6.805921052631578,2022,9.475,9.475,0.0
166,Nicole Jackson,Brockport,9.45,6.4328125,2019,0.0,0.0,0.0
167,Grace Anne Davis,Missouri,9.525,6.425000000000001,2022,9.725,9.725,0.0
168,Mya Pringle,Rutgers,9.6,7.3144230769230765,2022,8.525,8.525,0.0
169,Isabelle Schaefer,North Carolina,9.625,6.853676470588236,2022,9.3,9.3,0.0
170,Brynne Tsipis,Kent State,9.2,6.400925925925925,2022,0.0,0.0,0.0
171,Marissa Jencks,Minnesota,9.7,6.991826923076925,2022,0.0,0.0,0.0
172,Alexa Ebeling,Iowa,9.475,6.756666666666666,2022,9.7,9.438,0.0
173,Halle Rourke,Nebraska,9.45,6.65375,2022,0.0,0.0,0.0
174,Carley Scott,Lindenwood,9.425,6.158974358974359,2022,0.0,0.0,0.0
175,Camdyn McSweeney,Winona State,8.75,5.969736842105263,2022,8.725,8.012,0.0
176,Anne Marie Kuebler,William & Mary,8.45,8.1875,2022,0.0,0.0,0.0
177,Ellery Werner,Northern Illinois,9.475,9.39375,2022,9.875,9.684,9.835
178,Ella Binfet,Gustavus Adolphus,0.0,0.0,2022,0.0,0.0,0.0
179,Molly Arnold,Utah State,9.45,6.659722222222222,2022,0.0,0.0,0.0
180,Eliza Millar,BYU,9.625,6.261842105263158,2022,9.875,9.587,9.75
181,Nikki Beckwith,Penn State,9.525,6.364062499999999,2022,0.0,0.0,0.0
182,Lia Kmieciak,Central Michigan,9.4,5.366346153846155,2022,0.0,0.0,0.0
183,Gianna Antonio,Eastern Michigan,9.55,7.00125,2022,0.0,0.0,0.0
184,Sarah Kuper,William & Mary,9.475,6.5203125,2022,9.725,9.478,9.52
185,Alana Anderson,Northern Illinois,9.525,7.18625,2022,0.0,0.0,0.0
186,Molly Freeman,Western Michigan,9.45,4.3374999999999995,2022,0.0,0.0,0.0
187,Mia Lucero,UW-Oshkosh,9.35,4.364999999999999,2022,9.5,9.017,0.0
188,Lucy Lehman,North Carolina State,9.3,5.772058823529411,2022,0.0,0.0,0.0
189,Lexi Bornhorn,Bowling Green,9.25,6.345454545454546,2022,0.0,0.0,0.0
190,Avah Anthes,Central Michigan,9.4,7.441666666666666,2022,0.0,0.0,0.0
191,Kristina Rodriguez,West Chester,9.4,6.520312499999999,2022,9.4,9.4,0.0
192,Baylie Lawrence,Bowling Green,9.4,6.867307692307691,2022,0.0,0.0,0.0
193,Lili Guy,Gustavus Adolphus,8.75,6.028125,2022,0.0,0.0,0.0
194,Sophie Chandler,William & Mary,9.15,7.4519230769230775,2022,9.575,9.12,0.0
195,Laken Sooy,Brockport,9.1,7.145833333333332,2022,0.0,0.0,0.0
196,Katelyn Nels,William & Mary,9.25,5.8475,2022,0.0,0.0,0.0
197,Delaney Cienkus,UW-Oshkosh,9.15,5.855882352941177,2022,9.65,9.537,9.575
198,Steph Macasu,Towson,9.75,9.541666666666666,2022,9.85,9.825,0.0
199,Sarah Wozniak,William & Mary,8.95,2.0625,2022,0.0,0.0,0.0
200,Alyssa Guns,Kent State,9.55,6.67314814814815,2022,9.85,9.681,9.8
201,Ellie Cacciola,Southern Utah,9.55,7.705357142857143,2022,9.85,9.633,0.0
202,Clara Hong,Towson,9.8,6.847619047619048,2022,9.9,9.83,9.855
203,Jessica Taylor,UW-La Crosse,9.075,6.694642857142857,2022,0.0,0.0,0.0
204,Katie Kuenemann,Nebraska,9.05,6.7325,2022,0.0,0.0,0.0
205,Kira Sanchez,LIU,9.35,6.0125,2022,0.0,0.0,0.0
206,Leilani Zander,Air Force,9.5,6.015476190476191,2022,9.75,9.725,0.0
207,Emily Six,Texas Woman's,9.25,7.317307692307692,2022,9.775,9.677,9.74
208,Catherine Aucoin,Bridgeport,9.0,6.394642857142857,2022,9.675,9.356,9.515
209,Carissa Martinez,Centenary College,9.15,5.804166666666666,2022,9.7,9.259,9.355
210,Alisha Anderson,Hamline,9.05,8.1875,2009,9.45,8.425,8.66
211,Megan Matteucci,Ursinus College,8.725,5.40625,2022,0.0,0.0,0.0
212,Lauren Hsu,Michigan State,9.325,6.211363636363638,2022,0.0,0.0,0.0
213,Micheala Gentry,San Jose State,9.575,5.43875,2022,0.0,0.0,0.0
214,Elizabeth Blessley,Ithaca College,9.0,6.174999999999999,2022,0.0,0.0,0.0
215,Lauren Pearl,Minnesota,9.8,7.363392857142858,2022,9.575,9.55,0.0
216,Delaney LaViolette,Springfield College,9.05,6.226470588235294,2022,0.0,0.0,0.0
217,Katrina Mendez Abolnik,Bowling Green,9.275,6.096875,2022,9.825,9.53,9.74
218,Elise Tisler,Towson,9.575,5.848529411764706,2022,0.0,0.0,0.0
219,Grace Anne Davis,Missouri,9.6,6.605555555555555,2022,9.725,9.725,0.0
220,Bryce Stoltz,Winona State,9.425,6.198333333333332,2022,9.625,9.239,9.45
221,Madison Dorunda,Temple,9.4,6.627884615384615,2022,9.775,9.444,0.0
222,Oren Aviad,Yale,0.0,0.0,2022,0.0,0.0,0.0
223,Jordyn Paradise,Alabama,9.725,6.83125,2022,0.0,0.0,0.0
224,Kielyn McCright,Utah State,9.75,7.660416666666666,2022,9.925,9.665,9.85
225,Erin Davis,Nebraska,8.725,7.916666666666666,2009,0.0,0.0,0.0
226,Alayna Fern,UW-Whitewater,9.2,6.3296875,2022,0.0,0.0,0.0
227,Samantha Zeilinger,UW-Oshkosh,9.0,5.892857142857142,2022,0.0,0.0,0.0
228,Emerson Adams,Texas Woman's,9.5,6.562931034482756,2022,0.0,0.0,0.0
229,Bailey Thomas,UW-Eau Claire,9.15,8.45,2022,0.0,0.0,0.0
230,Elaina McGovern,Boise State,9.55,7.007352941176469,2022,0.0,0.0,0.0
231,Simone Dumas-Guzman,Sacramento State,8.7,4.1425,2022,9.85,9.3,0.0
232,Emma Lewis,Eastern Michigan,9.425,6.3775,2022,0.0,0.0,0.0
233,Halle Faulkner,Western Michigan,9.6,7.453409090909089,2022,9.85,9.79,0.0
234,Heidi Schooley,BYU,9.475,7.353846153846154,2022,9.125,9.125,0.0
235,Shreya Munshi,Southern Conn.,9.025,6.633333333333333,2022,0.0,0.0,0.0
236,Sarah Shaffer,Arkansas,9.65,6.354605263157895,2018,9.9,9.612,9.855
237,Grace Montague,Ithaca College,8.65,4.475,2022,0.0,0.0,0.0
238,Rebekah Smith,Hamline,9.4,6.2575,2011,0.0,0.0,0.0
239,Rylee Gallmeyer,Western Michigan,9.6,7.20875,2022,9.925,9.672,9.81
240,Sidney Wilson,Southern Conn.,8.05,7.483333333333334,2022,0.0,0.0,0.0
241,Andrea O'Connell,UW-Eau Claire,8.0,7.633333333333333,2022,0.0,0.0,0.0
242,Gabriella Meccia,Air Force,8.975,6.636111111111111,2022,0.0,0.0,0.0
243,Deiah Moody,Washington,9.725,7.108928571428571,2022,9.85,9.546,9.61
244,Madelyn Williams,California,9.675,5.99274193548387,2022,9.9,9.789,9.855
245,Alyssa Wiggins,Bridgeport,9.425,6.758749999999999,2022,9.525,9.262,0.0
246,Rachel Katz,George Washington,9.425,6.607291666666666,2022,0.0,0.0,0.0
247,Isabella Sissi,Northern Illinois,9.45,5.6022058823529415,2022,9.175,9.163,0.0
248,Ellery Werner,Northern Illinois,9.475,9.39375,2022,9.875,9.684,9.835
249,Athlyn Drage,Maryland,9.275,5.009090909090909,2022,0.0,0.0,0.0
250,Ella Binfet,Gustavus Adolphus,0.0,0.0,2022,0.0,0.0,0.0
251,Katie Sawyer,Michigan State,8.7,8.424999999999999,2022,0.0,0.0,0.0
252,Gillian Cummins,UW-Stout,9.175,5.843750000000001,2022,0.0,0.0,0.0
253,Marlee York,George Washington,9.55,6.931578947368422,2022,0.0,0.0,0.0
254,Anne Marie Kuebler,William & Mary,9.3,6.835714285714285,2022,0.0,0.0,0.0
255,Taija Wells,Sacramento State,8.85,3.9029411764705886,2022,0.0,0.0,0.0
256,Sage Thompson,Utah,9.7,6.811486486486486,2022,0.0,0.0,0.0
257,Gabrielle Stephen,Michigan State,9.625,6.973076923076923,2022,9.95,9.773,9.91
258,Ayzhia Hall,Nebraska,9.8,7.584375,2022,9.8,9.518,9.58
259,Lainey Hunt,Texas Woman's,9.425,6.979761904761904,2022,7.875,7.875,0.0
260,Taylor Schulze,Brown,9.625,6.684722222222222,2022,9.9,9.777,9.845
261,Jordan Coleman,West Chester,9.15,7.348076923076924,2022,0.0,0.0,0.0
262,Jacey Vore,Michigan,9.725,7.296296296296296,2022,9.925,9.77,9.852
263,Jewel Clark,Temple,8.7,5.996428571428572,2022,0.0,0.0,0.0
264,Sophia Konieczny,San Jose State,9.625,5.732000000000001,2022,9.075,9.075,0.0
265,Macy Jennings,North Carolina State,9.7,7.7250000000000005,2022,9.875,9.815,9.85
266,Emma Malabuyo,UCLA,9.8,6.220833333333333,2022,10.0,9.833,9.935
267,Sara Beck,UW-La Crosse,9.175,7.321428571428571,2022,0.0,0.0,0.0
268,Emma Grace Sargent,Brockport,8.025,7.7250000000000005,2022,0.0,0.0,0.0
269,Karsyn Foster,LIU,9.05,3.2578125,2022,9.025,8.713,0.0
270,Emelia Diaz,Southern Conn.,9.05,5.3916666666666675,2022,9.8,9.477,9.69
271,Sarah Cohen,Georgia,9.65,7.124999999999998,2022,9.85,9.58,0.0
272,Kaylee Cooper,Lindenwood,9.375,4.291,2022,0.0,0.0,0.0
273,Isabella Hughes,Rutgers,9.3,6.59375,2022,0.0,0.0,0.0
274,Ella Wilson,UW-Oshkosh,9.05,7.065384615384615,2022,9.075,9.075,0.0
275,Brianna Weikel,Hamline,8.375,4.585,2022,0.0,0.0,0.0
276,Mikelle Ballard,Utah State,9.125,6.539864864864866,2021,9.75,9.75,0.0
277,Delanie Harkness,Michigan State,9.7,6.229729729729732,2021,9.875,9.77,0.0
278,Breckin Quoss,Western Michigan,8.8,3.692857142857143,2022,0.0,0.0,0.0
279,Alyssa Al-Ashari,Northern Illinois,9.75,7.63076923076923,2021,9.925,9.591,9.845
280,Olivia Weir,Maryland,9.65,7.125694444444442,2021,9.85,9.623,9.8
281,Nicole Wojcik,Lindenwood,9.5,7.365,2021,9.875,9.617,9.755
282,Ellen Collins,West Virginia,9.325,6.307352941176471,2021,0.0,0.0,0.0
283,Caroline Cascadden,West Chester,9.275,6.894444444444444,2022,9.8,9.55,9.71
284,Jennifer Miller,Wilson College,8.775,5.08125,2012,8.2,7.523,7.82
285,Jessica Johnson,Hamline,9.3,5.801388888888889,2009,9.85,8.967,9.765
286,Mia Rose Thackston,Temple,8.325,4.1625,2021,0.0,0.0,0.0
287,Silje Hildebrand,Alaska,9.5,8.545,2022,0.0,0.0,0.0
288,Jena Swanson,Missouri,9.45,6.697115384615386,2021,0.0,0.0,0.0
289,Naomi Morrison,Michigan,9.525,7.122368421052632,2021,9.925,9.771,9.85
290,Quinn Smith,Oklahoma,9.75,7.772916666666665,2021,0.0,0.0,0.0
291,Lauren Macpherson,San Jose State,9.65,7.113461538461538,2021,9.9,9.737,9.845
292,Torri Tavenner,Sacramento State,9.25,6.7250000000000005,2022,0.0,0.0,0.0
293,Anna Bramblett,BYU,9.65,7.036764705882353,2022,0.0,0.0,0.0
294,Halli Mayberry,Arizona,9.55,7.5,2021,9.825,9.825,0.0
295,Kaylie Berens,UW-Oshkosh,9.5,6.470000000000001,2021,9.75,9.388,9.595
296,Kiersten Belkoff,Pennsylvania,9.625,7.660416666666666,2022,9.875,9.686,9.77
297,Madison Kirsch,San Jose State,9.725,6.687096774193547,2021,9.875,9.775,9.805
298,Kiara Bruening,UW-Stout,9.075,6.8425,2021,9.6,9.181,0.0
299,Megan Decious,Bowling Green,9.35,7.07,2021,9.3,8.956,0.0
300,Mary Won,Sacramento State,9.425,7.58125,2022,9.725,9.637,0.0
301,Courtney Blackson,Boise State,9.575,6.694852941176471,2021,0.0,0.0,0.0
302,Marisa Zepeda,UW-La Crosse,9.3,8.86,2021,9.675,8.925,8.775
303,Nandhini Senthil,UC Davis,9.225,6.229166666666666,2022,0.0,0.0,0.0
304,Jaudai Lopes,San Jose State,9.425,6.023999999999999,2021,9.825,9.575,9.795
305,Madeline Gose,Texas Woman's,9.675,6.762500000000001,2021,9.925,9.762,9.865
306,Kendra Smaby,Gustavus Adolphus,8.575,4.38125,2021,9.375,8.886,9.075
307,Brenna Neault,Stanford,9.725,7.5562499999999995,2022,9.925,9.798,9.885
308,Angelina Bohn,Cortland State,8.35,7.589999999999999,2022,8.575,8.325,0.0
309,Lauren Ono,BYU,9.475,6.723437499999999,2022,9.875,9.719,9.855
310,Lauren Thomas,Washington,9.55,7.3177419354838715,2021,9.9,9.579,9.825
311,Abbie Thompson,Cornell,9.825,7.679347826086955,2013,9.95,9.734,9.9
312,Gianna Ortiz,Rutgers,9.5,6.493333333333332,2022,9.75,9.637,0.0
313,Baleigh Garcia,Michigan State,9.65,7.005357142857143,2021,9.95,9.834,9.915
314,Nicole Riccardi,Ohio State,9.55,7.037500000000003,2021,0.0,0.0,0.0
315,Emily Koch,Minnesota,9.4,7.084210526315791,2021,9.925,9.739,9.875
316,Kyla Dickson,UW-La Crosse,9.4,8.637500000000001,2022,9.675,9.303,9.42
317,Marcela Bonifasi,Alaska,9.425,7.347727272727271,2022,9.725,9.608,0.0
318,Ella Castellanos,LIU,9.625,6.557142857142858,2021,9.9,9.629,9.78
